,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,admin1_partof,ru_uezd,uezd_modern_sp,uezd_stem,admin2_partof,page,lc_translit
639,1,234,Звенигородъ,,1.0,36.85918,55.73402,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=44,"ЗВЕНИГОРОДЪ, городъ Московской Губерніи. Бываетъ ярмарка при Ставропигіальномъ Савинѣ Сторожевскомъ монастырѣ , отъ Звенигорода въ двухъ верстахъ, лѣтнимъ временемъ о десятой пятницѣ привозными изъ разныхъ мѣстѣ мѣлкими шелковыми товарамии рухлядью, а отъ крестьянства съѣстнымъ харчемъ.",Звенигород,Zvenigorod,Звенигород,Moskovskaya,Russia,461920,RU,http://api.geonames.org/search?north=56.981&west=34.3446&south=54.2132&name=%D0%97%D0%B2%D0%B5%D0%BD%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B4&username=jaguillette&east=40.3419&featureClass=P&type=json,geonames_jsons/Звенигород_234.json,geonames,Московской Губерніи,Московской Губернии,московск,1.0,not_in_text,not_иn_text,нот_ин_теxт,,45,"Zvenigorod"""
640,1,235,Землянскъ,,5.0,38.7334,51.9041,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗЕМЛЯНСКЪ , городъ Воронежскаго Намѣстничества. Въ уѣздѣ сего города бываютъ ярмарки въ году въ трехъ селахъ; на оныя пріѣзжаютъ разныхъ городовъ Россійскіе купцы съ мѣлкимъ товаромъ.",Землянск,Zemlyansk,Землянск,Voronezj,Russia,463690,RU,http://api.geonames.org/search?north=52.7866&west=37.234&south=48.1597&name=%D0%97%D0%B5%D0%BC%D0%BB%D1%8F%D0%BD%D1%81%D0%BA&username=jaguillette&east=43.0242&featureClass=P&type=json,geonames_jsons/Землянск_235.json,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,5.0,not_in_text,not_иn_text,нот_ин_теxт,,46,"Zemliansk"""
644,1,238,Змѣтневъ,,121.0,32.72819,51.5804,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗМѢТНЕВЪ, село Новогородскаго - Сѣверскаго Намѣстничества въ Сосницкомъ уѣздѣ. Обыватели онаго имѣютъ изрядной промыслъ бобрами , выдрами и рыбною въ Деснѣ ловлею.",Зметнев,Zmetnev,Зметнев,Chernihiv,Ukraine,686929,UA,http://api.geonames.org/search?north=55.983333&west=29.266666999999998&south=47.983333&name=%D0%97%D0%BC%D0%B5%D1%82%D0%BD%D0%B5%D0%B2&username=jaguillette&east=37.266667&featureClass=P&type=json,geonames_jsons/Зметнев_238.json,geonames,Новогородскаго - Сѣверскаго Намѣстничества,Новогородского - Северского Наместничества,новогородского - северск,19.0,Сосницкомъ уѣздѣ,Сосницком уезде,сосницк,121.0,46,"Zmetnev"""
645,1,239,Золотоноша,,13.0,32.04047,49.66832,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=45,"ЗОЛОТОНОША , городъ Кіевскаго Намѣстничества. Въ немъ бываетъ въ году четыре ярмарки: первая въ Ѳомину недѣлю , вторая въ день Сошествія Свитаго Духа, третія въ день Рождества Богородицы , четвертая Декабря 6. Купцы пріѣзжаютъ на оныя изъ близъ лежащихъ городовъ съ красными нрамными и прочими товарами , стеклянною и деревянною посудою и мѣлкою изъ Донскихъ станицъ рыбою; жители продаютъ рогатой скотъ, лошадей , хлѣбъ , смолу, горя-чее вино и прочее; привозятъ также сюда для лродажи жителямъ Крымскую соль.",Золотоноша,Zolotonosha,Золотоноша,Cherkasy,Ukraine,686875,UA,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BE%D0%BD%D0%BE%D1%88%D0%B0&username=jaguillette&east=34.35625&featureClass=P&type=json,geonames_jsons/Золотоноша_239.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,not_in_text,not_иn_text,нот_ин_теxт,,46,Zolotonosha
648,1,241,Зубцовъ,,33.0,34.58935,56.17534,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=46,"ЗУБЦОВЪ, городъ Тверскаго Намѣстничества. Въ семъ городѣ бываютъ годовыя ярмарки : первая въ десятую пятницу по Пасхѣ , вторая Іюля 20, въ день Пророка Іліи, третія Августа 6, въ день Преображенія , четвертая Августажь 15, въ день успенія , пятая 6 Декабря, шестая Маія 9, въ день Чудотворца Николая, седьмая Генваря 7, въ день Крестителя Іоанна, осьмая на Сырной недѣлѣ въ среду; торгуютъ окрестныхъ городовъ купцы - шелковыми , бумажными и прочими мѣлочными товарами, а большею частію съѣстными припасами.",Зубцов,Zubtsov,Зубцов,Tverskaya,Russia,462008,RU,http://api.geonames.org/search?north=60.857828&west=31.921928&south=52.857828&name=%D0%97%D1%83%D0%B1%D1%86%D0%BE%D0%B2&username=jaguillette&east=39.921928&featureClass=P&type=json,geonames_jsons/Зубцов_241.json,geonames,Тверскаго Намѣстничества,Тверского Наместничества,тверск,33.0,not_in_text,not_иn_text,нот_ин_теxт,,47,"Zubtsov"""
861,1,255,Изюмъ,,37.0,37.24848,49.20875,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=48,"ИЗЮМЪ, городъ Харьковскаго Намѣстничества. Въ семъ городѣ бываетъ въ году четыре ярмарки: первая въ Маіѣ мѣсяцѣ въ день Преполовенія, вторая Іюня 24, въ день Рождества Іоанна Предтечи, третія Сентября 14, въ день Воздвиженія честнаго Креста, четвертая Октября 2б, въ день Великомученика Димитрія ; на оныя купцы пріѣзжаютъ изъ разныхъ городовъ съ шелковыми , бумажными , шерстяными и прочими товарами.",Изюм,Izyum,Изюм,Kharkiv,Ukraine,707292,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%98%D0%B7%D1%8E%D0%BC&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Изюм_255.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,not_in_text,not_иn_text,нот_ин_теxт,,49,"Izium"""
871,1,259,Ирбитъ,,23.0,63.071,57.67052,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИРБИТЪ, городъ Пермскаго Намѣстничества. Здѣсь всякой годъ въ половинѣ Генваря мѣсяца бываетъ великая ярмарка , которая двѣ и три недѣли продолжается, сего для сдѣланъ тамъ большой четвероугольной гостиной дворъ, въ которомъ вдоль стѣнъ девяносто одна , да еще въ срединѣ въ двухъ рядахъ пятдесятъ осьмь лавокъ, и въ которомъ происходитъ во время ярмарки настоящій торгъ, сверхъ того и еще кромѣ онаго гостинаго двора во многихъ шалашахъ, сдѣланныхъ изъ досокъ , въ то время съѣстными припасами и разными мѣлочьии торгуютъ",Ирбит,Irbit,Ирбит,Sverdlovsk,Russia,1505526,RU,http://api.geonames.org/search?north=61.8&west=50.56&south=55.22&name=%D0%98%D1%80%D0%B1%D0%B8%D1%82&username=jaguillette&east=65.27&featureClass=P&type=json,geonames_jsons/Ирбит_259.json,geonames,Пермскаго Намѣстничества,Пермского Наместничества,пермск,23.0,not_in_text,not_иn_text,нот_ин_теxт,,50,"Irbit"""
874,1,261,Иса,,29.0,48.3,48.6,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=49,"ИСА, село въ Саратовскомъ Намѣстничествѣ и уѣзды. Въ ономъ, сверхъ еженедѣльнаго торгу; бываетъ ярмарка Августа 1 дня, купцы на оную товары привозятъ шелковые и прочіе мѣлочные.",Иса,Isa,Иса,,Kazakhstan,609787,KZ,http://api.geonames.org/search?north=53.18&west=40.3&south=48.45&name=%D0%98%D1%81%D0%B0&username=jaguillette&east=51.36&featureClass=P&type=json,geonames_jsons/Иса_261.json,geonames,Саратовскомъ Намѣстничества,Саратовском Наместничества,саратовск,29.0,not_in_text,not_иn_text,нот_ин_теxт,,50,Isa
888,1,270,Калиберда,Келеберда,8.0,33.70805,48.96564,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАЛИБЕРДА, или КЕЛЕБЕРДА, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки.",Калиберда,Keleberda,Калиберда,Poltava,Ukraine,706542,UA,http://api.geonames.org/search?north=49.99&west=29.6&south=46.07&name=%D0%9A%D0%B0%D0%BB%D0%B8%D0%B1%D0%B5%D1%80%D0%B4%D0%B0&username=jaguillette&east=39.14&featureClass=P&type=json,geonames_jsons/Калиберда_270.json,geonames,Екатеринославскаго Намѣстничества,Екатеринославского Наместничества,екатеринославск,8.0,not_in_text,not_иn_text,нот_ин_теxт,,51,Kaliberda
889,1,271,Калинкино,,32.0,37.73333,56.71667,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=50,"КАЛИНКИНО, село Тамбовскаго Намѣстничества около слободы Доброй. Бываетъ здѣсь въ году ярмарка Іюля 20, на которую пріѣзжаютъ купцы съ разными мѣлочными товарами.",Калинкино,Kalinkino,Калинкино,Moskovskaya,Russia,554163,RU,http://api.geonames.org/search?north=56.716667&west=37.433333&south=48.716667&name=%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%BA%D0%B8%D0%BD%D0%BE&username=jaguillette&east=45.433333&featureClass=P&type=json,geonames_jsons/Калинкино_271.json,geonames,Тамбовскаго Намѣстничества,Тамбовского Наместничества,тамбовск,32.0,not_in_text,not_иn_text,нот_ин_теxт,,51,Kalinkino
914,1,274,Камышня,Комышня,91.0,33.68269,50.18359,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=51,"КАМЫШНЯ, или КОМЫШНЯ , мѣстечко Кіевскаго Настничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году три ярмарки: первая въ недѣлю Ваій , вторая въ десятую послѣ Свѣтлаго Воскресенія пятницу , третія 26 Октября , въ день Св. Димитрія. На оныхъ торгуютъ рогатымъ скотомъ и лошадьми, а на еженедѣльныхъ въ понедѣльникъ и пятницу торгахъ торгуютъ пріѣзжіе изъ окольныхъ мѣстъ хлѣбомъ и съѣстными припасами.",Камышня,Kamyshnya,Камышня,Poltava,Ukraine,706915,UA,http://api.geonames.org/search?north=51.49413&west=29.72503&south=49.08008&name=%D0%9A%D0%B0%D0%BC%D1%8B%D1%88%D0%BD%D1%8F&username=jaguillette&east=34.35625&featureClass=P&type=json,geonames_jsons/Камышня_274.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,13.0,Миргородскомъ уѣздѣ,Миргородском уезде,миргородск,91.0,52,Kamyshnia
