uniq_id,ru_old_orth,alt_name,partof_id,x_coord,y_coord,ru_featuretype,SOURCE,description,ru_new_orth,lc_trans,pres_loc,pres_country,country_code,beg_yr,end_yr,lc_featuretype,id_featuretype,en_featuretype,xy_type,partof_prov,partof_uezd,partof_prov_name,partof_uezd_name,geonameId,uezd_adj
332,Недригайловъ,,37,33.876259999999995,50.83398,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=78,"НЕДРИГАЙЛОВЪ , городъ Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Сентября 8, вторая Октября 29, третія Декебря 6, четвертая въ день Преполовенія. Кунцы пріѣзжаютъ на оныя изъ окрестныхъ городовъ съ мѣлочными товарами.",Недригайлов,"Nedrigailov""","Nedryhailiv, Sums'ka oblast",Ukraine,UA,,,,,,POINT,37,332.0,Харьковское Намѣстничество,,http://www.geonames.org/700371,Недригайловский
337,Одоевъ,,35,36.68639,53.939330000000005,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОДОЕВЪ, городъ того же Намѣстничества. Въ ономъ бываетъ три въ году ярмарки : въ десятую , одинадцатую и двенадцатую пятницы по Пасхѣ , на которыя кромѣ деревянной посуды и мѣлочнаго москотильнаго товару ничего не привозятъ.",Одоев,"Odoev""","Odoyev, Tula Oblast",Russia,RU,,,,,,POINT,35,337.0,Тульское Намѣстничество,,http://www.geonames.org/516197,
338,Олекминскъ,,9,120.4203,60.3743,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=81,"ОЛЕКМИНСКЪ , городъ Иркутскаго Намѣстничества. Въ ономъ бываютъ ярмарки въ Іюлѣ и Августѣ мѣсяцахъ.",Олекминск,"Olekminsk""","Olekminskiy ulus, Sakha Republic",Russia,RU,,,,,,POINT,9,338.0,Иркутское Намѣстничество,,http://www.geonames.org/2018571,Олёкминский район
343,Осташковъ,,33,33.10753,57.14666999999999,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=83,"ОСТАШКОВЪ, городъ Тверскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",Осташков,"Ostashkov""","Ostashkov, Tver Oblast",Russia,RU,,,,,,POINT,33,343.0,Тверское Намѣстничество,,http://www.geonames.org/514259,Осташковский район
344,Острогожскъ,,5,39.07561,50.8664,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=84,"ОСТРОГОЖСКЪ, городъ Воронежскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая по Пасхѣ въ десятую пятницу, вторая Сентября 8, третія Декабря 6. Пріѣзжаютъ на оныя Россійскіе и иностранные купцы и Греки; привозятъ парчи и прочія шелковыя мате-ріи , сукна , серебреную и фарфоровую посуду, галантерейныя вещи и прочее.",Острогожск,"Ostrogozhsk""","Ostrogozhsk, Voronezh Oblast",Russia,RU,,,,,,POINT,5,344.0,Воронежское Намѣстничество,,http://www.geonames.org/514198,Острогожский район
348,Перемышль,,12,36.16063,54.263130000000004,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=85,"ПЕРЕМЫШЛЬ , городъ Калужскаго Намѣстничества. Здѣсь бываетъ годовая ярмарка сверхъ обыкновенныхъ торговъ въ десятую пятницу по Пасхѣ; привозятъ на продажу хдѣбъ, пеньку , хмѣль и прочее.",Перемышль,Peremyshl',"Peremyshl, Kaluga Oblast",Russia,RU,,,,,,POINT,12,348.0,Калужское Намѣстничество,,http://www.geonames.org/511400,Перемышльский
349,Петровскъ,,29,45.39167,52.30639,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=86,"ПЕТРОВСКЪ, городъ Саратовскаго Намѣстничества. БЪ семъ городѣ бываетъ одна го-довая ярмарка Іюля 8 дня, да на каждой недѣлѣ торгуютъ. по два дни въ понедѣльникъ и въ пятокъ ; продаютъ хлѣбЬи другіе съѣстные припасы, сѣно и дрова.",Петровск,"Petrovsk""","Petrovsk, Saratov Oblast",Russia,RU,,,,,,POINT,29,349.0,Саратовское Намѣстничество,,http://www.geonames.org/509987,Петровский район
352,Плесъ,,14,41.51579,57.458619999999996,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=88,"ПЛЕСЪ, городъ того же Намѣстничества. Здѣсь бываютъ ярмарки Петровская и Покровская въ годъ по единожды; товары привозятъ москотильные и прочіе мѣлочные.",Плес,"Ples""","Plyos, Ivanovo Oblast",Russia,RU,,,,,,POINT,14,352.0,Костромское Намѣстничество,,http://www.geonames.org/509029,Приволжский район
361,Путивль,,15,33.87066,51.33745,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=93,"ПУТИВЛЬ , городъ Курскаго Намѣстничества. Въ немъ, кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ тор-жковъ, бываетъ одна въ году въ десятую пятницу по Пасхѣ ярмарка.",Путивль,Putivl',"Putyvl', Sums'ka oblast",Ukraine,UA,,,,,,POINT,15,361.0,Курское Намѣстничество,,http://www.geonames.org/696008,Путивльский
369,Рыбинскъ,,39,38.84259,58.0446,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=97,"РЫБИНСКЪ, городъ Ярославскаго Намѣстничества. Здѣсь бываютъ ярмарки годовыя Двѣ , одна Петровская , Іюня 29 , другая Преображенская , Августа въ 6 день, да повсянедѣльные торжки въ субботніе дни. Купецкіе люди пріѣзжаютъ на оныя изъ Ярославля, Романова, Углича и изъ селъ съ москательнымъ товаромъ и прочимъ , и торгуютъ въ деревянномъ особливомъ гостиномъ дворѣ ; а крестьяне привозятъ произрастанія и рукодѣлія свои.",Рыбинск,"Rybinsk""","Rybinsk, Yaroslavl Oblast",Russia,RU,,,,,,POINT,39,369.0,Ярославское Намѣстничество,,http://www.geonames.org/500004,Рыбинск
370,Рыльскъ,,15,34.6822,51.5655,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РЫЛЬСКЪ, городъ Курскаго Намѣстничества. Въ немъ , кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ торговъ бываетъ въ годъ двѣ ярмарки: первая въ десятую пятницу по Пасхѣ, а вторая въ день Казанскія Богоматери Іюля 8 числа , по одному дню продолжающіяся, на которыя съѣзжаются изъ окольныхъ мѣстъ съ мѣлкими товарами.",Рыльск,"Ryl'sk""","Rylsk, Kursk Oblast",Russia,RU,,,,,,POINT,15,370.0,Курское Намѣстничество,,http://www.geonames.org/695019,Рыльский
371,Ряжскъ,,28,40.1109,53.7038,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=98,"РЯЖСКЪ, городъ Рязанскаго Намѣстничества. Здѣсь бываютъ въ году три ярмарки въ Іюлѣ мѣсяцѣ : первая въ девятую , вторая въ десятую , третія въ одиннадцатую пятницы послѣ Пасхи , и продолжаются не болѣе , какъ по одному дню. Купцы пріѣзжаютъ изъ ближнихъ городовъ, и привозятъ шелковые , бумажные, москательные и прочіе товары не по большему числу.",Ряжск,"Riazhsk""","Ryazhsk, Ryazan Oblast",Russia,RU,,,,,,POINT,28,371.0,Рязанское Намѣстничество,,http://www.geonames.org/500047,Ряжский
376,Сергачь,,17,45.46611,55.53079,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=104,"СЕРГАЧЬ, съ 1779 году городъ Нижегородскаго Намѣстничества. Въ ономъ бываетъ торгъ только весною во время полой воды, на которой крестьяне привозятъ разные припасы и рукодѣлья своего вещи.",Сергачь,Sergach',"Sergach, Nizhny Novgorod Oblast",Russia,RU,,,,,,POINT,17,376.0,Нижегородское Намѣстничество,,http://www.geonames.org/496802,Сергачский
377,Сердоболь,,6,30.67434,61.694590000000005,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=104,"СЕРДОБОЛЬ , съ 1784 году городъ Выборгскаго Намѣстничества. Въ ономъ издавна ежегодно бываетъ ярмарка въ Ген-варѣ мѣсяцѣ, на которую, кромѣ Россіанъ, съѣжаются Россійскіе и Шведскіе Фины и Корелы съ шкурками куницъ, выдръ, норекъ , рысей и проч.",Сердоболь,Serdobol',"Sortavala, Republic of Karelia",Russia,RU,,,,,,POINT,6,377.0,Выборгское Намѣстничество,,http://www.geonames.org/496935,
